event_id,timestamp_utc,timestamp_lst,event_type,confidence,uncertainty_classification,modalities,spatial_coords,uncertainty,thumbnail
EVENT_000061,2023-01-03T13:00:00,2023-01-03T13:00:00,ANOMALY,0.952265739440918,0.9045314788818359,"{'thermal': False, 'seismic': False}","{'lat': -89.4999725476489, 'lon': 0.07728681502510361, 'altitude_m': -1952.6889650729895, 'enu': {'east': 74.86352097088343, 'north': 3.04721097284218, 'up': 47.311034927010425}}","{'position_m': 35.12857184512687, 'time_s': 124.0867030929009, 'classification': 0.45226573944091797}",thumbnail_000061.png
EVENT_000062,2023-01-03T14:00:00,2023-01-03T14:00:00,ANOMALY,0.952156662940979,0.904313325881958,"{'thermal': True, 'seismic': False}","{'lat': -89.50027913040032, 'lon': 0.06644136718143394, 'altitude_m': -2015.2380785517316, 'enu': {'east': 64.35812736888982, 'north': -30.983474435522652, 'up': -15.238078551731647}}","{'position_m': 30.49483438150705, 'time_s': 67.93087070598986, 'classification': 0.452156662940979}",thumbnail_000062.png
EVENT_000063,2023-01-03T15:00:00,2023-01-03T15:00:00,NORMAL,0.059459708631038666,0.8810805678367615,"{'thermal': False, 'seismic': False}","{'lat': -89.50025947480312, 'lon': 0.0071075550040618826, 'altitude_m': -1960.5782737104075, 'enu': {'east': 6.884700746504606, 'north': -28.801703145602772, 'up': 39.42172628959257}}","{'position_m': 2.5584293927730917, 'time_s': 165.0658774530152, 'classification': 0.44054028391838074}",thumbnail_000063.png
EVENT_000064,2023-01-03T16:00:00,2023-01-03T16:00:00,NORMAL,0.0774809867143631,0.8450380563735962,"{'thermal': False, 'seismic': False}","{'lat': -89.50073461155634, 'lon': -0.03683850207587226, 'altitude_m': -2001.8854605943707, 'enu': {'east': -35.683447063994194, 'north': -81.54188275425078, 'up': -1.8854605943706773}}","{'position_m': 7.308671516682551, 'time_s': 99.69975447973647, 'classification': 0.4225190281867981}",thumbnail_000064.png
EVENT_000065,2023-01-03T17:00:00,2023-01-03T17:00:00,NORMAL,0.04594219848513603,0.9081156253814697,"{'thermal': False, 'seismic': False}","{'lat': -89.50022110636894, 'lon': -0.07082515500628635, 'altitude_m': -2049.7404975616355, 'enu': {'east': -68.60446345676125, 'north': -24.542806951585476, 'up': -49.740497561635344}}","{'position_m': 34.70145113770807, 'time_s': 153.9854470506311, 'classification': 0.45405781269073486}",thumbnail_000065.png
EVENT_000066,2023-01-03T18:00:00,2023-01-03T18:00:00,ANOMALY,0.990503191947937,0.981006383895874,"{'thermal': False, 'seismic': False}","{'lat': -89.49912386126871, 'lon': 0.020085384849041134, 'altitude_m': -1996.3409354012667, 'enu': {'east': 19.455616451086115, 'north': 97.25139917336304, 'up': 3.659064598733252}}","{'position_m': 43.54675424474375, 'time_s': 26.270585296523898, 'classification': 0.490503191947937}",thumbnail_000066.png
EVENT_000067,2023-01-03T19:00:00,2023-01-03T19:00:00,ANOMALY,0.8915952444076538,0.7831904888153076,"{'thermal': True, 'seismic': False}","{'lat': -89.49994366530815, 'lon': 0.053674006631743536, 'altitude_m': -1977.9483938608535, 'enu': {'east': 51.99108178751712, 'north': 6.253150794706812, 'up': 22.051606139146486}}","{'position_m': 46.27804619626422, 'time_s': 71.5988434021039, 'classification': 0.3915952444076538}",thumbnail_000067.png
EVENT_000068,2023-01-03T20:00:00,2023-01-03T20:00:00,ANOMALY,0.9711737036705017,0.9423474073410034,"{'thermal': False, 'seismic': False}","{'lat': -89.49966276485513, 'lon': -0.07575177792433675, 'altitude_m': -1965.555932736637, 'enu': {'east': -73.37661428250435, 'north': 37.43310108066623, 'up': 34.44406726336288}}","{'position_m': 4.054726763050831, 'time_s': 45.17398847996178, 'classification': 0.4711737036705017}",thumbnail_000068.png
EVENT_000069,2023-01-03T21:00:00,2023-01-03T21:00:00,NORMAL,0.16014467179775238,0.6797106266021729,"{'thermal': True, 'seismic': False}","{'lat': -89.50026279879137, 'lon': 0.07582030860612927, 'altitude_m': -2010.2836167495918, 'enu': {'east': 73.44299621494466, 'north': -29.170665841374912, 'up': -10.28361674959175}}","{'position_m': 37.731195368420785, 'time_s': 10.111173667344653, 'classification': 0.3398553133010864}",thumbnail_000069.png
EVENT_000070,2023-01-03T22:00:00,2023-01-03T22:00:00,NORMAL,0.4184820055961609,0.16303598880767822,"{'thermal': True, 'seismic': False}","{'lat': -89.49988474758194, 'lon': -0.06560008612010707, 'altitude_m': -1965.9290014122068, 'enu': {'east': -63.54322430480839, 'north': 12.793018403767277, 'up': 34.07099858779311}}","{'position_m': 6.1385891600915645, 'time_s': 221.4841566220519, 'classification': 0.08151799440383911}",thumbnail_000070.png
EVENT_000071,2023-01-03T23:00:00,2023-01-03T23:00:00,NORMAL,0.10657145082950592,0.7868571281433105,"{'thermal': True, 'seismic': False}","{'lat': -89.50028301465896, 'lon': -0.055083847473065405, 'altitude_m': -2002.6030058569445, 'enu': {'east': -53.35671769003976, 'north': -31.414627144347946, 'up': -2.6030058569443852}}","{'position_m': 5.3710121068907535, 'time_s': 161.06533364064154, 'classification': 0.3934285640716553}",thumbnail_000071.png
EVENT_000072,2023-01-04T00:00:00,2023-01-04T00:00:00,NORMAL,0.13813334703445435,0.7237333059310913,"{'thermal': True, 'seismic': False}","{'lat': -89.49984828921673, 'lon': -0.0042157630430831395, 'altitude_m': -1976.3177524605087, 'enu': {'east': -4.083579649149954, 'north': 16.83989694283386, 'up': 23.682247539491286}}","{'position_m': 18.400110860685935, 'time_s': 194.99802924718122, 'classification': 0.36186665296554565}",thumbnail_000072.png
EVENT_000073,2023-01-04T01:00:00,2023-01-04T01:00:00,NORMAL,0.3741914629936218,0.25161707401275635,"{'thermal': True, 'seismic': False}","{'lat': -89.50021842770099, 'lon': 0.013309006544516425, 'altitude_m': -2016.2553166128082, 'enu': {'east': 12.891708504528253, 'north': -24.245474809742134, 'up': -16.255316612808187}}","{'position_m': 28.329371031571434, 'time_s': 176.37409496356696, 'classification': 0.12580853700637817}",thumbnail_000073.png
EVENT_000074,2023-01-04T02:00:00,2023-01-04T02:00:00,NORMAL,0.1559954732656479,0.6880090236663818,"{'thermal': True, 'seismic': False}","{'lat': -89.50000315730118, 'lon': -0.05278440054412928, 'altitude_m': -2016.9651518719086, 'enu': {'east': -51.12936890706909, 'north': -0.3504604302119674, 'up': -16.965151871908603}}","{'position_m': 45.0827224601056, 'time_s': 182.6590114657783, 'classification': 0.3440045118331909}",thumbnail_000074.png
EVENT_000075,2023-01-04T03:00:00,2023-01-04T03:00:00,NORMAL,0.06347597390413284,0.8730480670928955,"{'thermal': False, 'seismic': False}","{'lat': -89.50024260032491, 'lon': -0.05671160795365418, 'altitude_m': -2001.2190199191261, 'enu': {'east': -54.933440457494356, 'north': -26.92863606518847, 'up': -1.219019919126211}}","{'position_m': 46.75089936423385, 'time_s': 3.2527745770883474, 'classification': 0.43652403354644775}",thumbnail_000075.png
EVENT_000076,2023-01-04T04:00:00,2023-01-04T04:00:00,NORMAL,0.0628417581319809,0.8743164539337158,"{'thermal': True, 'seismic': False}","{'lat': -89.5008006243435, 'lon': 0.06315311547644421, 'altitude_m': -1965.7685964701818, 'enu': {'east': 61.1729773482287, 'north': -88.86930212860493, 'up': 34.23140352981817}}","{'position_m': 42.69005837397116, 'time_s': 27.27839973750302, 'classification': 0.4371582269668579}",thumbnail_000076.png
EVENT_000077,2023-01-04T05:00:00,2023-01-04T05:00:00,ANOMALY,0.7961058020591736,0.5922116041183472,"{'thermal': True, 'seismic': False}","{'lat': -89.49910404408149, 'lon': 0.04066740092256147, 'altitude_m': -1960.338973702598, 'enu': {'east': 39.3922924732843, 'north': 99.45110695367887, 'up': 39.661026297402074}}","{'position_m': 3.530138415851129, 'time_s': 6.454501947079953, 'classification': 0.2961058020591736}",thumbnail_000077.png
EVENT_000078,2023-01-04T06:00:00,2023-01-04T06:00:00,ANOMALY,0.9517819285392761,0.9035638570785522,"{'thermal': False, 'seismic': False}","{'lat': -89.49914402312983, 'lon': -0.10214263609999968, 'altitude_m': -2000.9251220741216, 'enu': {'east': -98.93999872047891, 'north': 95.0134325890285, 'up': -0.9251220741215533}}","{'position_m': 29.223922472477337, 'time_s': 275.30128831257394, 'classification': 0.4517819285392761}",thumbnail_000078.png
EVENT_000079,2023-01-04T07:00:00,2023-01-04T07:00:00,NORMAL,0.03893366456031799,0.922132670879364,"{'thermal': False, 'seismic': False}","{'lat': -89.49993687075307, 'lon': 0.045105724291541936, 'altitude_m': -2002.338051587359, 'enu': {'east': 43.691454167310724, 'north': 7.007346408982102, 'up': -2.3380515873588053}}","{'position_m': 36.42190873446701, 'time_s': 246.4375804728524, 'classification': 0.461066335439682}",thumbnail_000079.png
EVENT_000080,2023-01-04T08:00:00,2023-01-04T08:00:00,ANOMALY,0.8626394271850586,0.7252788543701172,"{'thermal': True, 'seismic': False}","{'lat': -89.49961990544354, 'lon': 0.0966285592280017, 'altitude_m': -2030.049307266168, 'enu': {'east': 93.59881330084684, 'north': 42.19049576734966, 'up': -30.049307266168025}}","{'position_m': 42.090545376428615, 'time_s': 62.31819048468827, 'classification': 0.3626394271850586}",thumbnail_000080.png
EVENT_000081,2023-01-04T09:00:00,2023-01-04T09:00:00,NORMAL,0.06445498764514923,0.8710900545120239,"{'thermal': False, 'seismic': False}","{'lat': -89.49951751441182, 'lon': 0.04278760566427501, 'altitude_m': -2041.2709820410325, 'enu': {'east': 41.446019128888906, 'north': 53.555900288567756, 'up': -41.270982041032454}}","{'position_m': 37.07611200122592, 'time_s': 159.4221669311539, 'classification': 0.43554502725601196}",thumbnail_000081.png
EVENT_000082,2023-01-04T10:00:00,2023-01-04T10:00:00,NORMAL,0.11110249161720276,0.7777950167655945,"{'thermal': False, 'seismic': False}","{'lat': -89.49983084126566, 'lon': -0.03703270575068738, 'altitude_m': -2013.0769518490104, 'enu': {'east': -35.87156156809715, 'north': 18.776619511579767, 'up': -13.076951849010385}}","{'position_m': 25.799093861608004, 'time_s': 279.6722883348233, 'classification': 0.38889750838279724}",thumbnail_000082.png
EVENT_000083,2023-01-04T11:00:00,2023-01-04T11:00:00,NORMAL,0.028676938265562057,0.9426461458206177,"{'thermal': False, 'seismic': False}","{'lat': -89.5005374225904, 'lon': 0.01010111189349957, 'altitude_m': -1981.5428452120166, 'enu': {'east': 9.784395977795455, 'north': -59.65390753395283, 'up': 18.457154787983328}}","{'position_m': 23.259130638735883, 'time_s': 165.0323322635078, 'classification': 0.47132307291030884}",thumbnail_000083.png
EVENT_000084,2023-01-04T12:00:00,2023-01-04T12:00:00,NORMAL,0.07992850244045258,0.8401429653167725,"{'thermal': False, 'seismic': False}","{'lat': -89.50069063772227, 'lon': -0.10267721911159612, 'altitude_m': -2002.6833798948107, 'enu': {'east': -99.45782011713406, 'north': -76.66078717166374, 'up': -2.683379894810777}}","{'position_m': 5.305537450890184, 'time_s': 42.508607259164094, 'classification': 0.42007148265838623}",thumbnail_000084.png
EVENT_000085,2023-01-04T13:00:00,2023-01-04T13:00:00,ANOMALY,0.9788243770599365,0.957648754119873,"{'thermal': False, 'seismic': False}","{'lat': -89.4993680586306, 'lon': -0.08120633897927311, 'altitude_m': -1975.4025474451282, 'enu': {'east': -78.66014997731278, 'north': 70.14549200329094, 'up': 24.597452554871808}}","{'position_m': 30.69899217173609, 'time_s': 238.49254553997227, 'classification': 0.4788243770599365}",thumbnail_000085.png
EVENT_000086,2023-01-04T14:00:00,2023-01-04T14:00:00,NORMAL,0.15023663640022278,0.6995267271995544,"{'thermal': False, 'seismic': False}","{'lat': -89.50053152827017, 'lon': 0.10136412272698256, 'altitude_m': -2012.07714150362, 'enu': {'east': 98.18589529147812, 'north': -58.99963798935255, 'up': -12.077141503619956}}","{'position_m': 21.01739635385993, 'time_s': 279.94848206288646, 'classification': 0.3497633635997772}",thumbnail_000086.png
EVENT_000087,2023-01-04T15:00:00,2023-01-04T15:00:00,NORMAL,0.1248224526643753,0.7503551244735718,"{'thermal': False, 'seismic': False}","{'lat': -89.49949276669955, 'lon': -0.0933066604612011, 'altitude_m': -1967.2059112822508, 'enu': {'east': -90.38107120718246, 'north': 56.30289635028299, 'up': 32.79408871774919}}","{'position_m': 46.396021755895845, 'time_s': 216.75736867463186, 'classification': 0.3751775622367859}",thumbnail_000087.png
EVENT_000088,2023-01-04T16:00:00,2023-01-04T16:00:00,NORMAL,0.24653616547584534,0.5069276690483093,"{'thermal': True, 'seismic': False}","{'lat': -89.50056503605984, 'lon': 0.06713141117673645, 'altitude_m': -2026.4308253935, 'enu': {'east': 65.02653533855946, 'north': -62.71900264237118, 'up': -26.430825393500022}}","{'position_m': 37.774594313500366, 'time_s': 240.06160214493516, 'classification': 0.25346383452415466}",thumbnail_000088.png
EVENT_000089,2023-01-04T17:00:00,2023-01-04T17:00:00,ANOMALY,0.8020191192626953,0.6040382385253906,"{'thermal': False, 'seismic': False}","{'lat': -89.49984088887244, 'lon': -0.03795060814881425, 'altitude_m': -1981.7017936582868, 'enu': {'east': -36.76068354070108, 'north': 17.661335159011344, 'up': 18.29820634171324}}","{'position_m': 32.05416962228868, 'time_s': 272.45197300829227, 'classification': 0.3020191192626953}",thumbnail_000089.png
EVENT_000090,2023-01-04T18:00:00,2023-01-04T18:00:00,ANOMALY,0.9545736312866211,0.9091472625732422,"{'thermal': False, 'seismic': False}","{'lat': -89.49977639361408, 'lon': 0.08252089539808186, 'altitude_m': -1996.0218938085368, 'enu': {'east': 79.93348905843462, 'north': 24.820308836367516, 'up': 3.9781061914633042}}","{'position_m': 23.145481463652924, 'time_s': 214.42095400174247, 'classification': 0.4545736312866211}",thumbnail_000090.png
EVENT_000091,2023-01-04T19:00:00,2023-01-04T19:00:00,NORMAL,0.09668013453483582,0.8066397309303284,"{'thermal': True, 'seismic': False}","{'lat': -89.50019552772936, 'lon': -0.029863878393707438, 'altitude_m': -1996.8142520311826, 'enu': {'east': -28.92750963632082, 'north': -21.703577959699615, 'up': 3.1857479688173953}}","{'position_m': 22.498489094028614, 'time_s': 173.66839500093158, 'classification': 0.4033198654651642}",thumbnail_000091.png
EVENT_000092,2023-01-04T20:00:00,2023-01-04T20:00:00,NORMAL,0.0903664231300354,0.8192671537399292,"{'thermal': True, 'seismic': False}","{'lat': -89.50012337271507, 'lon': 0.008847264195921946, 'altitude_m': -2016.7184214087515, 'enu': {'east': 8.569862122681783, 'north': -13.694371372711473, 'up': -16.718421408751574}}","{'position_m': 4.264336507150031, 'time_s': 69.47859188651411, 'classification': 0.4096335768699646}",thumbnail_000092.png
EVENT_000093,2023-01-04T21:00:00,2023-01-04T21:00:00,NORMAL,0.08076569437980652,0.838468611240387,"{'thermal': False, 'seismic': False}","{'lat': -89.4993177853777, 'lon': -0.06881139912178594, 'altitude_m': -2000.4576373596035, 'enu': {'east': -66.65384800132337, 'north': 75.72582307468764, 'up': -0.45763735960343865}}","{'position_m': 36.79690770365577, 'time_s': 208.42156461359818, 'classification': 0.4192343056201935}",thumbnail_000093.png
EVENT_000094,2023-01-04T22:00:00,2023-01-04T22:00:00,NORMAL,0.05417986214160919,0.891640305519104,"{'thermal': True, 'seismic': False}","{'lat': -89.49954521960353, 'lon': 0.102760534496437, 'altitude_m': -1979.3019538756541, 'enu': {'east': 99.53852318476865, 'north': 50.48062400776453, 'up': 20.698046124345908}}","{'position_m': 37.33158464581323, 'time_s': 172.37210392795922, 'classification': 0.445820152759552}",thumbnail_000094.png
EVENT_000095,2023-01-04T23:00:00,2023-01-04T23:00:00,NORMAL,0.094722218811512,0.8105555772781372,"{'thermal': True, 'seismic': False}","{'lat': -89.49961429895095, 'lon': -0.06100382958145807, 'altitude_m': -2000.6018512869136, 'enu': {'east': -59.091081366107346, 'north': 42.81281644472284, 'up': -0.6018512869137354}}","{'position_m': 39.150025013486804, 'time_s': 43.79526767899242, 'classification': 0.4052777886390686}",thumbnail_000095.png
EVENT_000096,2023-01-05T00:00:00,2023-01-05T00:00:00,NORMAL,0.2698846459388733,0.4602307081222534,"{'thermal': True, 'seismic': False}","{'lat': -89.50021833952152, 'lon': 0.007532446851256857, 'altitude_m': -2004.2999780718321, 'enu': {'east': 7.296270296918948, 'north': -24.235686888616854, 'up': -4.2999780718321645}}","{'position_m': 37.97712930114571, 'time_s': 31.77189319249936, 'classification': 0.2301153540611267}",thumbnail_000096.png
EVENT_000097,2023-01-05T01:00:00,2023-01-05T01:00:00,NORMAL,0.07582291960716248,0.848354160785675,"{'thermal': False, 'seismic': False}","{'lat': -89.50002458111352, 'lon': 0.008230181127924141, 'altitude_m': -2009.1044822914507, 'enu': {'east': 7.97212742256734, 'north': -2.7285036008784402, 'up': -9.10448229145068}}","{'position_m': 30.593935731553113, 'time_s': 151.1842158912965, 'classification': 0.4241770803928375}",thumbnail_000097.png
EVENT_000098,2023-01-05T02:00:00,2023-01-05T02:00:00,NORMAL,0.1057051345705986,0.7885897159576416,"{'thermal': False, 'seismic': False}","{'lat': -89.49988196694176, 'lon': 0.020325848263479402, 'altitude_m': -1978.3820925267048, 'enu': {'east': 19.688540241045402, 'north': 13.101669464594764, 'up': 21.61790747329522}}","{'position_m': 38.82221704931401, 'time_s': 4.648718623095311, 'classification': 0.3942948579788208}",thumbnail_000098.png
EVENT_000099,2023-01-05T03:00:00,2023-01-05T03:00:00,NORMAL,0.21553722023963928,0.5689255595207214,"{'thermal': True, 'seismic': False}","{'lat': -89.50028374007715, 'lon': 0.0947869623817368, 'altitude_m': -2027.2649016970013, 'enu': {'east': 91.81495891280557, 'north': -31.495148564291327, 'up': -27.2649016970013}}","{'position_m': 30.352438874089, 'time_s': 248.2128495149144, 'classification': 0.2844627797603607}",thumbnail_000099.png
EVENT_000100,2023-01-05T04:00:00,2023-01-05T04:00:00,NORMAL,0.16842545568943024,0.6631491184234619,"{'thermal': True, 'seismic': False}","{'lat': -89.49925792358766, 'lon': 0.023734228927922003, 'altitude_m': -2036.0883805856938, 'enu': {'east': 22.990052630530883, 'north': 82.37048176859295, 'up': -36.08838058569381}}","{'position_m': 21.75624625860366, 'time_s': 87.09095532624211, 'classification': 0.33157455921173096}",thumbnail_000100.png
EVENT_000101,2023-01-05T05:00:00,2023-01-05T05:00:00,NORMAL,0.040424179285764694,0.9191516637802124,"{'thermal': False, 'seismic': False}","{'lat': -89.4998324992698, 'lon': 0.04668283701161578, 'altitude_m': -2039.7787335774801, 'enu': {'east': 45.21911721248014, 'north': 18.592581051764313, 'up': -39.77873357748004}}","{'position_m': 5.9389355477784385, 'time_s': 77.54864402424501, 'classification': 0.4595758318901062}",thumbnail_000101.png
EVENT_000102,2023-01-05T06:00:00,2023-01-05T06:00:00,ANOMALY,0.9816293716430664,0.9632587432861328,"{'thermal': False, 'seismic': False}","{'lat': -89.49972726628651, 'lon': -0.09848338212484313, 'altitude_m': -1972.8753331480261, 'enu': {'east': -95.3954790424725, 'north': 30.273442197649217, 'up': 27.1246668519738}}","{'position_m': 46.01877559077658, 'time_s': 237.23530650010193, 'classification': 0.4816293716430664}",thumbnail_000102.png
EVENT_000103,2023-01-05T07:00:00,2023-01-05T07:00:00,NORMAL,0.1073242649435997,0.7853514552116394,"{'thermal': False, 'seismic': False}","{'lat': -89.50071306852963, 'lon': -0.08727216727965897, 'altitude_m': -1965.9560368019577, 'enu': {'east': -84.53578690224255, 'north': -79.1506067896381, 'up': 34.04396319804229}}","{'position_m': 19.34733311630068, 'time_s': 21.607540270798417, 'classification': 0.3926757276058197}",thumbnail_000103.png
EVENT_000104,2023-01-05T08:00:00,2023-01-05T08:00:00,ANOMALY,0.5183616876602173,0.03672337532043457,"{'thermal': True, 'seismic': False}","{'lat': -89.50060266574708, 'lon': -0.05452851051831903, 'altitude_m': -2031.3679120505878, 'enu': {'east': -52.81879308098376, 'north': -66.89589792654205, 'up': -31.367912050587933}}","{'position_m': 45.62362371452994, 'time_s': 37.72042377187441, 'classification': 0.018361687660217285}",thumbnail_000104.png
EVENT_000105,2023-01-05T09:00:00,2023-01-05T09:00:00,NORMAL,0.09627475589513779,0.8074504733085632,"{'thermal': True, 'seismic': False}","{'lat': -89.50049117906148, 'lon': -0.03893183782337626, 'altitude_m': -1989.2105606205741, 'enu': {'east': -37.71114719087176, 'north': -54.52087582457747, 'up': 10.789439379425872}}","{'position_m': 42.037048661122114, 'time_s': 100.31177738382674, 'classification': 0.4037252366542816}",thumbnail_000105.png
EVENT_000106,2023-01-05T10:00:00,2023-01-05T10:00:00,NORMAL,0.11982331424951553,0.7603533864021301,"{'thermal': False, 'seismic': False}","{'lat': -89.49948145965998, 'lon': -0.06079008466240229, 'altitude_m': -1989.6278468269861, 'enu': {'east': -58.8840383248725, 'north': 57.55797774289849, 'up': 10.3721531730139}}","{'position_m': 19.585979220891893, 'time_s': 223.53064590114337, 'classification': 0.38017669320106506}",thumbnail_000106.png
EVENT_000107,2023-01-05T11:00:00,2023-01-05T11:00:00,NORMAL,0.2182442992925644,0.5635113716125488,"{'thermal': True, 'seismic': False}","{'lat': -89.49923790949225, 'lon': 0.0750570075451039, 'altitude_m': -2003.4299877681187, 'enu': {'east': 72.7036281225914, 'north': 84.59204635969698, 'up': -3.4299877681186786}}","{'position_m': 6.5990977027287, 'time_s': 124.93687067688468, 'classification': 0.2817556858062744}",thumbnail_000107.png
EVENT_000108,2023-01-05T12:00:00,2023-01-05T12:00:00,ANOMALY,0.9545736312866211,0.9091472625732422,"{'thermal': False, 'seismic': False}","{'lat': -89.50084171771127, 'lon': 0.017977315643554415, 'altitude_m': -1958.7250537120872, 'enu': {'east': 17.413644827313448, 'north': -93.43066595131233, 'up': 41.27494628791288}}","{'position_m': 24.561011926364603, 'time_s': 275.61796275685106, 'classification': 0.4545736312866211}",thumbnail_000108.png
EVENT_000109,2023-01-05T13:00:00,2023-01-05T13:00:00,ANOMALY,0.5135616660118103,0.027123332023620605,"{'thermal': True, 'seismic': False}","{'lat': -89.50083985736893, 'lon': -0.06906276923405484, 'altitude_m': -2018.8526828867243, 'enu': {'east': -66.89733651440524, 'north': -93.22416795068101, 'up': -18.85268288672426}}","{'position_m': 13.163095695100443, 'time_s': 173.7119542733726, 'classification': 0.013561666011810303}",thumbnail_000109.png
EVENT_000110,2023-01-05T14:00:00,2023-01-05T14:00:00,ANOMALY,0.7263401746749878,0.4526803493499756,"{'thermal': True, 'seismic': False}","{'lat': -89.50051769228047, 'lon': -0.057792619315191016, 'altitude_m': -1998.4826317593188, 'enu': {'east': -55.98055718378059, 'north': -57.46384313175474, 'up': 1.5173682406812574}}","{'position_m': 39.244289669758295, 'time_s': 83.99856461619602, 'classification': 0.2263401746749878}",thumbnail_000110.png
EVENT_000111,2023-01-05T15:00:00,2023-01-05T15:00:00,NORMAL,0.35649779438972473,0.28700441122055054,"{'thermal': True, 'seismic': False}","{'lat': -89.49935021258038, 'lon': 0.01183206290036239, 'altitude_m': -1996.493028106634, 'enu': {'east': 11.461073778009577, 'north': 72.12640357814678, 'up': 3.506971893365865}}","{'position_m': 48.80152446845506, 'time_s': 138.2377074170869, 'classification': 0.14350220561027527}",thumbnail_000111.png
EVENT_000112,2023-01-05T16:00:00,2023-01-05T16:00:00,ANOMALY,0.8496789932250977,0.6993579864501953,"{'thermal': True, 'seismic': False}","{'lat': -89.50018501240459, 'lon': -0.03924306373004715, 'altitude_m': -2007.321109466325, 'enu': {'east': -38.01261474627782, 'north': -20.53637690848042, 'up': -7.321109466325062}}","{'position_m': 10.038680699523947, 'time_s': 90.57917761817663, 'classification': 0.34967899322509766}",thumbnail_000112.png
EVENT_000113,2023-01-05T17:00:00,2023-01-05T17:00:00,NORMAL,0.1700696349143982,0.6598607301712036,"{'thermal': True, 'seismic': False}","{'lat': -89.49977481804135, 'lon': -0.00655929821920023, 'altitude_m': -2012.227405255983, 'enu': {'east': -6.353634311724136, 'north': 24.99519741021045, 'up': -12.227405255983072}}","{'position_m': 40.1893190816392, 'time_s': 105.46671271575057, 'classification': 0.3299303650856018}",thumbnail_000113.png
EVENT_000114,2023-01-05T18:00:00,2023-01-05T18:00:00,NORMAL,0.1805587112903595,0.638882577419281,"{'thermal': False, 'seismic': False}","{'lat': -89.49961430774813, 'lon': -0.0425243979285331, 'altitude_m': -1997.2352269855214, 'enu': {'east': -41.19106415580569, 'north': 42.811839957965645, 'up': 2.7647730144785854}}","{'position_m': 41.99167585132431, 'time_s': 176.64862766598822, 'classification': 0.3194412887096405}",thumbnail_000114.png
EVENT_000115,2023-01-05T19:00:00,2023-01-05T19:00:00,NORMAL,0.2616373598575592,0.4767252802848816,"{'thermal': False, 'seismic': False}","{'lat': -89.49952188057466, 'lon': -0.0006169545747854625, 'altitude_m': -2039.7018520668685, 'enu': {'east': -0.5976102357501958, 'north': 53.07125621324812, 'up': -39.70185206686845}}","{'position_m': 27.1883386716051, 'time_s': 144.8452965678882, 'classification': 0.2383626401424408}",thumbnail_000115.png
EVENT_000116,2023-01-05T20:00:00,2023-01-05T20:00:00,ANOMALY,0.6323560476303101,0.2647120952606201,"{'thermal': True, 'seismic': False}","{'lat': -89.50041026692843, 'lon': 0.05228873439262128, 'altitude_m': -1960.2569590181115, 'enu': {'east': 50.64924414949016, 'north': -45.53962905594011, 'up': 39.74304098188843}}","{'position_m': 17.383777754213625, 'time_s': 23.575505777362878, 'classification': 0.13235604763031006}",thumbnail_000116.png
EVENT_000117,2023-01-05T21:00:00,2023-01-05T21:00:00,NORMAL,0.2055204212665558,0.5889591574668884,"{'thermal': True, 'seismic': False}","{'lat': -89.49938776782079, 'lon': 0.09888684046414098, 'altitude_m': -1963.3006239988476, 'enu': {'east': 95.78628712319224, 'north': 67.95777189131411, 'up': 36.699376001152345}}","{'position_m': 26.802344866305393, 'time_s': 240.4241816743502, 'classification': 0.2944795787334442}",thumbnail_000117.png
EVENT_000118,2023-01-05T22:00:00,2023-01-05T22:00:00,NORMAL,0.03696487471461296,0.9260702729225159,"{'thermal': False, 'seismic': False}","{'lat': -89.50054754396452, 'lon': -0.05081558756432429, 'altitude_m': -1999.4492120893967, 'enu': {'east': -49.22228719133914, 'north': -60.77738006130944, 'up': 0.5507879106033755}}","{'position_m': 20.99124027287739, 'time_s': 165.9650559825426, 'classification': 0.46303513646125793}",thumbnail_000118.png
EVENT_000119,2023-01-05T23:00:00,2023-01-05T23:00:00,NORMAL,0.16356594860553741,0.6728681325912476,"{'thermal': True, 'seismic': False}","{'lat': -89.49930187300448, 'lon': 0.014338273814739632, 'altitude_m': -1994.3278415216635, 'enu': {'east': 13.888703552700065, 'north': 77.4920965027006, 'up': 5.6721584783366055}}","{'position_m': 30.15740000532061, 'time_s': 102.4421025229611, 'classification': 0.3364340662956238}",thumbnail_000119.png
EVENT_000120,2023-01-06T00:00:00,2023-01-06T00:00:00,ANOMALY,0.9646172523498535,0.929234504699707,"{'thermal': False, 'seismic': False}","{'lat': -89.49981405873481, 'lon': 0.10090973675450084, 'altitude_m': -1969.3149851037415, 'enu': {'east': 97.74575639108855, 'north': 20.639480435395924, 'up': 30.685014896258593}}","{'position_m': 36.31984171921482, 'time_s': 241.78917524001363, 'classification': 0.4646172523498535}",thumbnail_000120.png
EVENT_000121,2023-01-06T01:00:00,2023-01-06T01:00:00,NORMAL,0.07617057114839554,0.8476588726043701,"{'thermal': False, 'seismic': False}","{'lat': -89.50016866250762, 'lon': -0.07410722980410649, 'altitude_m': -2017.60099388932, 'enu': {'east': -71.78363024445729, 'north': -18.7215383452956, 'up': -17.600993889320037}}","{'position_m': 48.16981660918886, 'time_s': 283.37850794760476, 'classification': 0.42382943630218506}",thumbnail_000121.png
